episode,timestep,reward
38,800,20.8158
76,1600,21.2105
107,2400,25.4839
144,3200,21.8919
171,4000,29.4074
199,4800,28.8214
210,5600,64.0
227,6400,51.9412
239,7200,64.9167
251,8000,64.25
258,8800,116.0
264,9600,120.0
270,10400,142.3333
276,11200,130.3333
279,12000,236.3333
283,12800,223.75
285,13600,366.5
288,14400,238.3333
290,15200,327.5
293,16000,339.0
295,16800,315.0
299,17600,251.75
301,18400,400.0
303,19200,400.0
307,20000,220.0
309,20800,265.5
312,21600,369.6667
315,22400,252.3333
317,23200,336.5
319,24000,400.0
321,24800,377.0
323,25600,379.5
325,26400,400.0
327,27200,400.0
329,28000,400.0
331,28800,400.0
335,29600,255.75
337,30400,400.0
339,31200,400.0
341,32000,400.0
343,32800,400.0
345,33600,400.0
347,34400,372.0
349,35200,400.0
351,36000,400.0
353,36800,400.0
355,37600,400.0
357,38400,400.0
359,39200,400.0
361,40000,400.0
363,40800,400.0
365,41600,400.0
367,42400,400.0
369,43200,400.0
371,44000,400.0
373,44800,400.0
375,45600,400.0
377,46400,400.0
379,47200,400.0
381,48000,400.0
383,48800,400.0
385,49600,400.0
387,50400,400.0
389,51200,400.0
391,52000,400.0
393,52800,400.0
395,53600,400.0
397,54400,400.0
399,55200,400.0
401,56000,400.0
403,56800,400.0
405,57600,400.0
407,58400,400.0
409,59200,400.0
411,60000,400.0
413,60800,400.0
415,61600,400.0
417,62400,400.0
419,63200,400.0
421,64000,400.0
423,64800,400.0
425,65600,400.0
427,66400,400.0
429,67200,400.0
431,68000,400.0
433,68800,400.0
435,69600,400.0
437,70400,400.0
439,71200,400.0
441,72000,400.0
443,72800,400.0
445,73600,400.0
447,74400,400.0
449,75200,400.0
451,76000,400.0
453,76800,400.0
455,77600,400.0
457,78400,400.0
459,79200,400.0
461,80000,400.0
463,80800,400.0
465,81600,400.0
467,82400,400.0
469,83200,400.0
471,84000,400.0
473,84800,400.0
475,85600,400.0
477,86400,400.0
479,87200,400.0
481,88000,400.0
483,88800,400.0
485,89600,400.0
487,90400,400.0
489,91200,400.0
491,92000,400.0
493,92800,400.0
495,93600,400.0
497,94400,400.0
499,95200,400.0
501,96000,400.0
503,96800,400.0
505,97600,400.0
507,98400,400.0
509,99200,400.0
511,100000,400.0
513,100800,400.0
515,101600,400.0
517,102400,400.0
519,103200,400.0
521,104000,400.0
523,104800,400.0
525,105600,400.0
527,106400,400.0
529,107200,400.0
531,108000,400.0
533,108800,400.0
535,109600,400.0
537,110400,400.0
539,111200,400.0
541,112000,400.0
543,112800,400.0
545,113600,400.0
547,114400,400.0
549,115200,400.0
551,116000,400.0
553,116800,400.0
555,117600,400.0
557,118400,400.0
559,119200,400.0
561,120000,400.0
563,120800,400.0
565,121600,400.0
567,122400,400.0
569,123200,400.0
571,124000,400.0
573,124800,400.0
575,125600,400.0
577,126400,400.0
579,127200,400.0
581,128000,400.0
583,128800,400.0
585,129600,400.0
587,130400,400.0
589,131200,400.0
591,132000,400.0
593,132800,400.0
595,133600,400.0
597,134400,400.0
599,135200,400.0
601,136000,400.0
603,136800,400.0
605,137600,400.0
607,138400,400.0
609,139200,400.0
611,140000,400.0
613,140800,400.0
615,141600,400.0
617,142400,400.0
619,143200,400.0
621,144000,400.0
623,144800,400.0
625,145600,400.0
627,146400,400.0
629,147200,400.0
631,148000,400.0
633,148800,400.0
635,149600,400.0
637,150400,400.0
639,151200,400.0
641,152000,400.0
643,152800,400.0
645,153600,256.5
647,154400,400.0
649,155200,400.0
652,156000,308.0
655,156800,312.3333
657,157600,400.0
659,158400,400.0
661,159200,400.0
664,160000,310.0
666,160800,400.0
668,161600,400.0
670,162400,400.0
672,163200,400.0
674,164000,400.0
676,164800,400.0
678,165600,400.0
680,166400,400.0
682,167200,400.0
684,168000,400.0
686,168800,400.0
688,169600,400.0
690,170400,400.0
692,171200,400.0
694,172000,400.0
696,172800,400.0
698,173600,400.0
700,174400,400.0
702,175200,400.0
704,176000,400.0
706,176800,400.0
708,177600,400.0
710,178400,400.0
712,179200,400.0
714,180000,400.0
716,180800,400.0
718,181600,400.0
720,182400,400.0
722,183200,400.0
724,184000,400.0
726,184800,400.0
728,185600,400.0
730,186400,400.0
732,187200,400.0
734,188000,400.0
736,188800,400.0
738,189600,400.0
740,190400,400.0
742,191200,400.0
744,192000,400.0
746,192800,400.0
748,193600,400.0
750,194400,400.0
752,195200,400.0
754,196000,400.0
756,196800,400.0
758,197600,400.0
760,198400,400.0
762,199200,400.0
764,200000,400.0
